video,source_video,rollout_h5_error,rollout_h5_p95,rollout_h5_max,observed_frames,frames,video_sha256,simulation_metadata
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p03/videos/00000/037.mp4,00000/037.mp4,0.9409722555035294,2.9329114964537513,4.512481091785228,5,49,e853bd857c680f5bbced690d120cd1d2dcd1ca4a574d7fd0f8e7fef2558e9fbf,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p03/videos/00000/164.mp4,00000/164.mp4,1.0402848135313583,2.555590652604266,4.168407430175188,5,49,edb290e131c09bc9e5437ffa17fd5d00a27510f29db3949b102b5330e66040d6,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p03/videos/00000/828.mp4,00000/828.mp4,1.498426024835469,5.145832666393435,8.014316280297693,5,49,386e49d590b3eed229577f16416a1b6afc2f764404f4010946312a73df15497a,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p03/videos/00000/871.mp4,00000/871.mp4,0.7860591308889424,2.066375727608378,5.363842680146507,5,49,12e00c9b4fd8dbc84d082add82840909a93cd67ea860ac8ef80a56de667b5589,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p05/videos/00000/037.mp4,00000/037.mp4,0.9025622547489897,2.3999277852844223,4.6016291755261625,5,49,c63c3d382c32e5badf779b03058c45e1fa25c69eacb0eafff059785feea61b21,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p05/videos/00000/164.mp4,00000/164.mp4,1.1086977635807764,2.8021674283543687,4.169620337253877,5,49,1a82313c688d65d2c94db9faf3668c843a9f32897186ad1d151ffd5d3ad4a418,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p05/videos/00000/828.mp4,00000/828.mp4,1.5304392543441487,4.9949374139543545,8.800088291040495,5,49,0737aecd1664f3b3df0e58d918357c0c70f57af60efa4ac3ff4c2cdd9d8844ae,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p05/videos/00000/871.mp4,00000/871.mp4,0.8025289894048753,2.330961744695984,5.367971906111655,5,49,3c186a8655bef911d7953f9bd9f7741ac9bc67429d32df169cc2650fc59c2cd0,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p10/videos/00000/037.mp4,00000/037.mp4,0.8554656129893532,2.4598342979468772,3.7162145429346825,5,49,e35739d68c479670ab74e5103c3cc675238c7a07ad8f0e9ee1e1d3d261e820ae,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p10/videos/00000/164.mp4,00000/164.mp4,1.105489662208567,3.0753373821121177,5.266048089753781,5,49,a5f61135940d20d133ae4b345245e941969e8444a9e81305887ca0e2caa748c5,data/bounce/eval_49f_5n_0c/00000/164.npz
